state,vegetable,date,month,season,modal_price,min_price,max_price,msp,price_lag_1m,price_lag_4m,rolling_avg_3m,arrival_qty,temp_max,temp_min,rainfall_mm,humidity,rainfall_deviation,price_direction
Gujarat,Onion,2022-07-01,7,Monsoon,11.08,6.42,14.46,0.0,10.66,11.31,10.186666666666667,48297.66,31.14,25.35,613.4,94.55,171.22,DOWN
Gujarat,Onion,2022-08-01,8,Monsoon,10.14,5.77,14.16,0.0,11.08,8.06,10.626666666666669,41873.42,30.77,24.93,211.3,94.9,-40.12,STABLE
Gujarat,Onion,2022-09-01,9,Monsoon,9.79,5.15,14.04,0.0,10.14,8.82,10.336666666666666,62736.78,32.34,25.04,94.4,92.13,-94.25,UP
Gujarat,Onion,2022-10-01,10,Post-Monsoon,14.64,6.89,21.35,0.0,9.79,10.66,11.523333333333332,39699.65,33.47,22.34,59.7,73.68,2.0,UP
Gujarat,Onion,2022-11-01,11,Post-Monsoon,15.49,7.53,22.71,0.0,14.64,11.08,13.306666666666668,54401.46,32.38,18.48,0.0,63.0,-15.78,DOWN
Gujarat,Onion,2022-12-01,12,Winter,11.4,5.37,16.62,0.0,15.49,10.14,13.843333333333334,151076.81,30.48,17.39,0.1,63.61,-0.53,DOWN
Gujarat,Onion,2023-01-01,1,Winter,9.96,5.82,13.56,0.0,11.4,9.79,12.283333333333331,256347.39,27.67,13.99,2.1,67.48,0.15,DOWN
Gujarat,Onion,2023-02-01,2,Winter,9.32,5.33,13.03,0.0,9.96,14.64,10.226666666666668,291040.87,33.24,16.4,0.0,64.0,-0.02,STABLE
Gujarat,Onion,2023-03-01,3,Summer,9.66,5.91,13.12,0.0,9.32,15.49,9.646666666666668,246977.04,35.15,21.38,12.3,57.1,8.08,DOWN
Gujarat,Onion,2023-04-01,4,Summer,7.66,4.74,10.31,0.0,9.66,11.4,8.88,198445.25,38.17,24.92,16.8,57.57,12.52,UP
Gujarat,Onion,2023-05-01,5,Summer,8.95,5.05,12.26,0.0,7.66,9.96,8.756666666666668,103242.02,40.38,27.06,4.4,70.16,-5.28,UP
Gujarat,Onion,2023-06-01,6,Monsoon,10.74,6.0,14.1,0.0,8.95,9.32,9.116666666666664,58082.31,37.33,27.78,170.1,82.53,63.78,UP
Gujarat,Onion,2023-07-01,7,Monsoon,13.44,6.99,17.48,0.0,10.74,9.66,11.043333333333331,49005.93,31.93,25.81,511.2,95.19,69.02,UP
Gujarat,Onion,2023-08-01,8,Monsoon,17.07,9.39,22.36,0.0,13.44,7.66,13.75,45800.65,32.64,25.33,27.3,89.06,-224.12,UP
Gujarat,Onion,2023-09-01,9,Monsoon,18.6,11.4,23.85,0.0,17.07,8.95,16.37,39864.36,33.23,25.52,226.8,90.33,38.15,UP
Gujarat,Onion,2023-10-01,10,Post-Monsoon,26.67,14.55,34.03,0.0,18.6,10.74,20.78,49828.7,33.94,22.22,1.0,75.81,-56.7,UP
Gujarat,Onion,2023-11-01,11,Post-Monsoon,32.95,16.49,42.6,0.0,26.67,13.44,26.07333333333333,64195.66,32.21,19.68,61.6,65.17,45.82,DOWN
Gujarat,Onion,2023-12-01,12,Winter,18.69,9.06,26.02,0.0,32.95,17.07,26.10333333333333,140729.33,28.68,17.25,2.3,78.13,1.68,DOWN
Gujarat,Onion,2024-01-01,1,Winter,13.08,8.1,17.34,0.0,18.69,18.6,21.57333333333333,287156.59,27.56,14.34,0.0,80.29,-1.95,DOWN
Gujarat,Onion,2024-02-01,2,Winter,12.18,8.14,15.54,0.0,13.08,26.67,14.65,318834.11,31.42,18.11,0.1,64.17,0.08,STABLE
Gujarat,Onion,2024-03-01,3,Summer,12.69,8.5,16.12,0.0,12.18,32.95,12.65,237357.59,35.28,20.57,4.6,51.77,0.38,STABLE
Gujarat,Onion,2024-04-01,4,Summer,12.07,8.07,15.41,0.0,12.69,18.69,12.313333333333333,209758.15,39.57,25.87,0.3,52.67,-3.98,UP
Gujarat,Onion,2024-05-01,5,Summer,13.2,8.52,16.89,0.0,12.07,13.08,12.653333333333334,107221.58,42.88,28.95,0.5,57.32,-9.18,UP
Gujarat,Onion,2024-06-01,6,Monsoon,22.22,13.32,28.31,0.0,13.2,12.18,15.829999999999998,46992.04,39.58,29.17,70.6,76.43,-35.72,UP
Gujarat,Onion,2024-07-01,7,Monsoon,25.64,14.7,31.38,0.0,22.22,12.69,20.35333333333333,47868.82,31.78,26.26,429.9,94.87,-12.27,UP
Gujarat,Onion,2024-08-01,8,Monsoon,29.24,17.5,35.3,0.0,25.64,12.07,25.7,43625.68,30.45,25.43,485.4,95.0,233.97,UP
Gujarat,Onion,2024-09-01,9,Monsoon,37.22,20.68,45.15,0.0,29.24,13.2,30.7,39284.57,31.36,24.68,274.5,94.63,85.85,STABLE
Gujarat,Onion,2024-10-01,10,Post-Monsoon,37.91,19.5,46.4,0.0,37.22,22.22,34.79,50765.59,33.19,23.68,69.1,87.06,11.4,DOWN
Gujarat,Onion,2024-11-01,11,Post-Monsoon,32.6,13.6,46.76,0.0,37.91,25.64,35.91,94803.15,32.3,20.21,0.0,59.83,-15.78,DOWN
Gujarat,Onion,2024-12-01,12,Winter,22.05,10.29,31.26,0.0,32.6,29.24,30.85333333333333,252666.48,28.09,16.69,0.1,60.42,-0.53,DOWN
Gujarat,Onion,2025-01-01,1,Winter,17.54,9.78,23.71,,22.05,37.22,24.063333333333333,286938.44,28.62,16.42,0.5,67.13,-1.45,STABLE
Gujarat,Onion,2025-02-01,2,Winter,17.16,10.14,23.29,,17.54,37.91,18.916666666666668,384470.67,32.14,19.66,0.0,51.46,-0.02,DOWN
Gujarat,Onion,2025-03-01,3,Summer,14.32,8.52,18.25,,17.16,32.6,16.34,290175.65,36.71,23.68,0.0,37.9,-4.22,DOWN
Gujarat,Onion,2025-04-01,4,Summer,8.88,5.3,12.37,,14.32,22.05,13.453333333333331,219368.56,41.7,27.24,0.0,49.03,-4.28,DOWN
Gujarat,Onion,2025-05-01,5,Summer,7.83,3.45,11.92,,8.88,17.54,10.343333333333334,185688.62,39.05,28.04,33.6,74.1,23.92,UP
Gujarat,Onion,2025-06-01,6,Monsoon,10.84,5.07,15.52,,7.83,17.16,9.183333333333334,108221.6,36.18,27.48,154.2,84.37,47.88,UP
Gujarat,Onion,2025-07-01,7,Monsoon,12.77,7.27,16.79,,10.84,14.32,10.48,56820.83,31.98,25.93,214.2,92.84,-227.98,STABLE
Gujarat,Onion,2025-08-01,8,Monsoon,12.79,6.89,17.4,,12.77,8.88,12.133333333333333,48444.66,32.04,25.73,281.7,92.19,30.27,DOWN
Gujarat,Onion,2025-09-01,9,Monsoon,11.09,5.97,15.4,,12.79,7.83,12.216666666666669,60150.56,32.23,25.33,158.9,88.9,-29.75,STABLE
Gujarat,Onion,2025-10-01,10,Post-Monsoon,11.57,5.93,15.75,,11.09,10.84,11.816666666666668,46020.07,32.76,24.48,101.0,73.74,43.3,UP
Gujarat,Onion,2025-11-01,11,Post-Monsoon,12.75,5.79,17.74,,11.57,12.77,11.803333333333333,66275.8,30.33,19.62,1.5,71.2,-14.28,DOWN
Gujarat,Potato,2022-01-01,1,Winter,11.7,7.84,14.67,0.0,,,11.7,68859.88,25.26,12.97,5.2,82.68,3.25,DOWN
Gujarat,Potato,2022-02-01,2,Winter,10.68,7.35,13.44,0.0,11.7,,11.19,61511.14,30.47,15.87,0.0,65.93,-0.02,STABLE
Gujarat,Potato,2022-03-01,3,Summer,10.95,7.23,13.9,0.0,10.68,,11.11,61620.89,37.81,21.88,0.0,45.19,-4.22,UP
Gujarat,Potato,2022-04-01,4,Summer,14.8,10.36,18.26,0.0,10.95,,12.143333333333333,55729.98,41.91,25.65,0.0,57.17,-4.28,STABLE
Gujarat,Potato,2022-05-01,5,Summer,15.26,10.66,19.14,0.0,14.8,11.7,13.67,48032.53,42.16,27.72,0.2,69.94,-9.48,STABLE
Gujarat,Potato,2022-06-01,6,Monsoon,16.02,11.55,19.55,0.0,15.26,10.68,15.36,53024.09,39.0,27.81,30.4,79.37,-75.92,UP
Gujarat,Potato,2022-07-01,7,Monsoon,17.17,12.26,20.91,0.0,16.02,10.95,16.150000000000002,51009.04,31.14,25.35,613.4,94.55,171.22,STABLE
Gujarat,Potato,2022-08-01,8,Monsoon,17.35,12.27,21.12,0.0,17.17,14.8,16.846666666666668,47966.83,30.77,24.93,211.3,94.9,-40.12,DOWN
Gujarat,Potato,2022-09-01,9,Monsoon,16.37,11.33,20.41,0.0,17.35,15.26,16.963333333333335,56687.82,32.34,25.04,94.4,92.13,-94.25,STABLE
Gujarat,Potato,2022-10-01,10,Post-Monsoon,17.02,11.47,21.31,0.0,16.37,16.02,16.913333333333334,46201.6,33.47,22.34,59.7,73.68,2.0,DOWN
Gujarat,Potato,2022-11-01,11,Post-Monsoon,15.67,9.83,20.35,0.0,17.02,17.17,16.353333333333335,62299.58,32.38,18.48,0.0,63.0,-15.78,DOWN
Gujarat,Potato,2022-12-01,12,Winter,14.42,8.57,19.0,0.0,15.67,17.35,15.703333333333331,66858.24,30.48,17.39,0.1,63.61,-0.53,DOWN
Gujarat,Potato,2023-01-01,1,Winter,11.7,7.66,14.96,0.0,14.42,16.37,13.93,63793.46,27.67,13.99,2.1,67.48,0.15,DOWN
Gujarat,Potato,2023-02-01,2,Winter,8.88,5.81,11.44,0.0,11.7,17.02,11.666666666666666,67344.14,33.24,16.4,0.0,64.0,-0.02,DOWN
Gujarat,Potato,2023-03-01,3,Summer,8.35,5.37,10.87,0.0,8.88,15.67,9.643333333333333,68960.22,35.15,21.38,12.3,57.1,8.08,UP
Gujarat,Potato,2023-04-01,4,Summer,10.8,7.47,13.55,0.0,8.35,14.42,9.343333333333334,60624.43,38.17,24.92,16.8,57.57,12.52,UP
Gujarat,Potato,2023-05-01,5,Summer,12.22,8.71,15.35,0.0,10.8,11.7,10.456666666666663,63644.73,40.38,27.06,4.4,70.16,-5.28,UP
Gujarat,Potato,2023-06-01,6,Monsoon,13.16,9.51,16.46,0.0,12.22,8.88,12.06,62236.44,37.33,27.78,170.1,82.53,63.78,STABLE
Gujarat,Potato,2023-07-01,7,Monsoon,12.87,8.84,16.35,0.0,13.16,8.35,12.75,63006.31,31.93,25.81,511.2,95.19,69.02,STABLE
Gujarat,Potato,2023-08-01,8,Monsoon,12.87,8.67,16.37,0.0,12.87,10.8,12.966666666666669,53552.85,32.64,25.33,27.3,89.06,-224.12,STABLE
Gujarat,Potato,2023-09-01,9,Monsoon,12.46,8.51,16.01,0.0,12.87,12.22,12.733333333333333,56398.99,33.23,25.52,226.8,90.33,38.15,STABLE
Gujarat,Potato,2023-10-01,10,Post-Monsoon,12.72,8.76,16.22,0.0,12.46,13.16,12.683333333333332,56706.43,33.94,22.22,1.0,75.81,-56.7,STABLE
Gujarat,Potato,2023-11-01,11,Post-Monsoon,13.3,8.78,17.1,0.0,12.72,12.87,12.826666666666668,54507.55,32.21,19.68,61.6,65.17,45.82,UP
Gujarat,Potato,2023-12-01,12,Winter,14.71,8.55,18.9,0.0,13.3,12.87,13.576666666666668,70601.7,28.68,17.25,2.3,78.13,1.68,DOWN
Gujarat,Potato,2024-01-01,1,Winter,13.11,8.01,17.27,0.0,14.71,12.46,13.706666666666669,71143.72,27.56,14.34,0.0,80.29,-1.95,DOWN
Gujarat,Potato,2024-02-01,2,Winter,11.76,7.96,14.86,0.0,13.11,12.72,13.193333333333332,58861.12,31.42,18.11,0.1,64.17,0.08,UP
Gujarat,Potato,2024-03-01,3,Summer,14.18,9.73,17.63,0.0,11.76,13.3,13.016666666666666,55466.19,35.28,20.57,4.6,51.77,0.38,UP
Gujarat,Potato,2024-04-01,4,Summer,19.58,13.62,24.78,0.0,14.18,14.71,15.173333333333332,53554.68,39.57,25.87,0.3,52.67,-3.98,STABLE
Gujarat,Potato,2024-05-01,5,Summer,20.13,14.55,25.41,0.0,19.58,13.11,17.963333333333335,54054.92,42.88,28.95,0.5,57.32,-9.18,UP
Gujarat,Potato,2024-06-01,6,Monsoon,22.09,16.06,27.19,0.0,20.13,11.76,20.6,51119.18,39.58,29.17,70.6,76.43,-35.72,STABLE
Gujarat,Potato,2024-07-01,7,Monsoon,22.71,16.99,27.89,0.0,22.09,14.18,21.64333333333333,59563.94,31.78,26.26,429.9,94.87,-12.27,STABLE
Gujarat,Potato,2024-08-01,8,Monsoon,22.69,16.43,28.22,0.0,22.71,19.58,22.49666666666667,55451.29,30.45,25.43,485.4,95.0,233.97,STABLE
Gujarat,Potato,2024-09-01,9,Monsoon,22.45,16.14,28.16,0.0,22.69,20.13,22.616666666666664,52285.36,31.36,24.68,274.5,94.63,85.85,UP
Gujarat,Potato,2024-10-01,10,Post-Monsoon,24.59,17.5,30.78,0.0,22.45,22.09,23.243333333333336,59530.28,33.19,23.68,69.1,87.06,11.4,STABLE
Gujarat,Potato,2024-11-01,11,Post-Monsoon,25.13,17.28,31.82,0.0,24.59,22.71,24.05666666666667,56544.5,32.3,20.21,0.0,59.83,-15.78,DOWN
Gujarat,Potato,2024-12-01,12,Winter,23.01,15.75,28.78,0.0,25.13,22.69,24.243333333333336,70922.42,28.09,16.69,0.1,60.42,-0.53,DOWN
Gujarat,Potato,2025-01-01,1,Winter,17.21,11.85,21.64,,23.01,22.45,21.78333333333333,67262.47,28.62,16.42,0.5,67.13,-1.45,DOWN
Gujarat,Potato,2025-02-01,2,Winter,12.6,8.58,15.96,,17.21,24.59,17.606666666666666,65843.86,32.14,19.66,0.0,51.46,-0.02,DOWN
Gujarat,Potato,2025-03-01,3,Summer,11.12,6.77,14.91,,12.6,25.13,13.643333333333333,80929.38,36.71,23.68,0.0,37.9,-4.22,UP
Gujarat,Potato,2025-04-01,4,Summer,12.04,7.62,16.01,,11.12,23.01,11.92,66826.95,41.7,27.24,0.0,49.03,-4.28,UP
Gujarat,Potato,2025-05-01,5,Summer,13.36,8.92,17.26,,12.04,17.21,12.173333333333332,62177.04,39.05,28.04,33.6,74.1,23.92,STABLE
Gujarat,Potato,2025-06-01,6,Monsoon,13.71,9.0,17.89,,13.36,12.6,13.036666666666669,61507.04,36.18,27.48,154.2,84.37,47.88,STABLE
Gujarat,Potato,2025-07-01,7,Monsoon,13.36,8.68,17.3,,13.71,11.12,13.476666666666668,68929.31,31.98,25.93,214.2,92.84,-227.98,DOWN
Gujarat,Potato,2025-08-01,8,Monsoon,12.68,7.88,16.78,,13.36,12.04,13.25,64995.94,32.04,25.73,281.7,92.19,30.27,STABLE
Gujarat,Potato,2025-09-01,9,Monsoon,13.24,8.12,17.91,,12.68,13.36,13.093333333333334,68091.68,32.23,25.33,158.9,88.9,-29.75,UP
Gujarat,Potato,2025-10-01,10,Post-Monsoon,15.21,8.93,20.91,,13.24,13.71,13.71,58489.42,32.76,24.48,101.0,73.74,43.3,UP
Gujarat,Potato,2025-11-01,11,Post-Monsoon,17.45,9.87,24.38,,15.21,13.36,15.3,54554.6,30.33,19.62,1.5,71.2,-14.28,DOWN
Gujarat,Tomato,2022-01-01,1,Winter,12.54,7.94,16.44,0.0,,,12.54,25043.59,25.26,12.97,5.2,82.68,3.25,UP
Gujarat,Tomato,2022-02-01,2,Winter,16.35,10.72,21.07,0.0,12.54,,14.445,24946.42,30.47,15.87,0.0,65.93,-0.02,DOWN
Gujarat,Tomato,2022-03-01,3,Summer,10.87,6.55,14.4,0.0,16.35,,13.253333333333332,25423.35,37.81,21.88,0.0,45.19,-4.22,UP
Gujarat,Tomato,2022-04-01,4,Summer,13.84,8.8,18.05,0.0,10.87,,13.686666666666667,20356.77,41.91,25.65,0.0,57.17,-4.28,UP
Gujarat,Tomato,2022-05-01,5,Summer,29.35,19.02,38.34,0.0,13.84,12.54,18.02,13751.06,42.16,27.72,0.2,69.94,-9.48,UP
Gujarat,Tomato,2022-06-01,6,Monsoon,41.48,29.28,51.36,0.0,29.35,16.35,28.223333333333333,19812.59,39.0,27.81,30.4,79.37,-75.92,DOWN
Gujarat,Tomato,2022-07-01,7,Monsoon,20.63,14.98,25.1,0.0,41.48,10.87,30.486666666666665,29199.21,31.14,25.35,613.4,94.55,171.22,DOWN
Gujarat,Tomato,2022-08-01,8,Monsoon,17.46,12.22,21.45,0.0,20.63,13.84,26.52333333333333,26126.65,30.77,24.93,211.3,94.9,-40.12,UP
Gujarat,Tomato,2022-09-01,9,Monsoon,23.24,15.95,28.76,0.0,17.46,29.35,20.44333333333333,25544.55,32.34,25.04,94.4,92.13,-94.25,UP
Gujarat,Tomato,2022-10-01,10,Post-Monsoon,28.93,19.37,36.52,0.0,23.24,41.48,23.21,18324.29,33.47,22.34,59.7,73.68,2.0,DOWN
Gujarat,Tomato,2022-11-01,11,Post-Monsoon,14.46,9.98,18.17,0.0,28.93,20.63,22.21,22206.91,32.38,18.48,0.0,63.0,-15.78,DOWN
Gujarat,Tomato,2022-12-01,12,Winter,8.63,5.77,11.2,0.0,14.46,17.46,17.34,26672.39,30.48,17.39,0.1,63.61,-0.53,DOWN
Gujarat,Tomato,2023-01-01,1,Winter,7.7,5.08,10.02,0.0,8.63,23.24,10.263333333333334,20697.14,27.67,13.99,2.1,67.48,0.15,UP
Gujarat,Tomato,2023-02-01,2,Winter,8.56,4.98,11.51,0.0,7.7,28.93,8.296666666666667,23581.77,33.24,16.4,0.0,64.0,-0.02,UP
Gujarat,Tomato,2023-03-01,3,Summer,10.48,6.03,14.4,0.0,8.56,14.46,8.913333333333332,21115.45,35.15,21.38,12.3,57.1,8.08,DOWN
Gujarat,Tomato,2023-04-01,4,Summer,9.34,5.76,12.41,0.0,10.48,8.63,9.46,25264.58,38.17,24.92,16.8,57.57,12.52,STABLE
Gujarat,Tomato,2023-05-01,5,Summer,9.59,6.34,12.38,0.0,9.34,7.7,9.803333333333333,32026.62,40.38,27.06,4.4,70.16,-5.28,UP
Gujarat,Tomato,2023-06-01,6,Monsoon,27.9,19.76,34.45,0.0,9.59,8.56,15.61,26697.68,37.33,27.78,170.1,82.53,63.78,UP
Gujarat,Tomato,2023-07-01,7,Monsoon,89.08,68.57,106.24,0.0,27.9,10.48,42.19,11832.28,31.93,25.81,511.2,95.19,69.02,DOWN
Gujarat,Tomato,2023-08-01,8,Monsoon,45.4,33.28,54.48,0.0,89.08,9.34,54.126666666666665,13991.39,32.64,25.33,27.3,89.06,-224.12,DOWN
Gujarat,Tomato,2023-09-01,9,Monsoon,11.66,8.51,14.33,0.0,45.4,9.59,48.71333333333334,28214.6,33.23,25.52,226.8,90.33,38.15,DOWN
Gujarat,Tomato,2023-10-01,10,Post-Monsoon,10.03,6.4,12.88,0.0,11.66,27.9,22.363333333333333,28042.98,33.94,22.22,1.0,75.81,-56.7,UP
Gujarat,Tomato,2023-11-01,11,Post-Monsoon,25.67,17.4,32.32,0.0,10.03,89.08,15.786666666666669,19283.01,32.21,19.68,61.6,65.17,45.82,DOWN
Gujarat,Tomato,2023-12-01,12,Winter,16.57,10.03,22.04,0.0,25.67,45.4,17.423333333333336,22118.5,28.68,17.25,2.3,78.13,1.68,DOWN
Gujarat,Tomato,2024-01-01,1,Winter,15.56,9.49,20.7,0.0,16.57,11.66,19.26666666666667,23608.97,27.56,14.34,0.0,80.29,-1.95,UP
Gujarat,Tomato,2024-02-01,2,Winter,19.56,11.22,26.26,0.0,15.56,10.03,17.23,22907.84,31.42,18.11,0.1,64.17,0.08,DOWN
Gujarat,Tomato,2024-03-01,3,Summer,13.27,7.34,18.12,0.0,19.56,25.67,16.13,21450.62,35.28,20.57,4.6,51.77,0.38,DOWN
Gujarat,Tomato,2024-04-01,4,Summer,10.16,5.89,13.6,0.0,13.27,16.57,14.329999999999998,22219.08,39.57,25.87,0.3,52.67,-3.98,UP
Gujarat,Tomato,2024-05-01,5,Summer,12.65,7.79,16.51,0.0,10.16,15.56,12.026666666666666,25251.44,42.88,28.95,0.5,57.32,-9.18,UP
Gujarat,Tomato,2024-06-01,6,Monsoon,30.45,18.93,41.03,0.0,12.65,19.56,17.753333333333334,20459.6,39.58,29.17,70.6,76.43,-35.72,UP
Gujarat,Tomato,2024-07-01,7,Monsoon,50.4,35.63,61.01,0.0,30.45,13.27,31.166666666666668,22286.27,31.78,26.26,429.9,94.87,-12.27,DOWN
Gujarat,Tomato,2024-08-01,8,Monsoon,27.08,18.29,33.71,0.0,50.4,10.16,35.97666666666667,26108.33,30.45,25.43,485.4,95.0,233.97,UP
Gujarat,Tomato,2024-09-01,9,Monsoon,28.61,19.71,35.31,0.0,27.08,12.65,35.36333333333333,21969.85,31.36,24.68,274.5,94.63,85.85,UP
Gujarat,Tomato,2024-10-01,10,Post-Monsoon,48.47,34.46,59.18,0.0,28.61,30.45,34.72,23154.54,33.19,23.68,69.1,87.06,11.4,DOWN
Gujarat,Tomato,2024-11-01,11,Post-Monsoon,26.96,18.15,33.93,0.0,48.47,50.4,34.68,24313.43,32.3,20.21,0.0,59.83,-15.78,STABLE
Gujarat,Tomato,2024-12-01,12,Winter,26.1,18.05,32.79,0.0,26.96,27.08,33.843333333333334,27482.13,28.09,16.69,0.1,60.42,-0.53,DOWN
Gujarat,Tomato,2025-01-01,1,Winter,10.37,6.49,14.07,,26.1,28.61,21.14333333333333,28239.2,28.62,16.42,0.5,67.13,-1.45,DOWN
Gujarat,Tomato,2025-02-01,2,Winter,6.91,4.23,9.35,,10.37,48.47,14.46,27627.13,32.14,19.66,0.0,51.46,-0.02,DOWN
Gujarat,Tomato,2025-03-01,3,Summer,6.32,3.75,8.64,,6.91,26.96,7.866666666666667,31328.97,36.71,23.68,0.0,37.9,-4.22,UP
Gujarat,Tomato,2025-04-01,4,Summer,8.56,5.2,11.54,,6.32,26.1,7.263333333333333,28914.48,41.7,27.24,0.0,49.03,-4.28,UP
Gujarat,Tomato,2025-05-01,5,Summer,14.58,8.59,19.63,,8.56,10.37,9.82,30556.15,39.05,28.04,33.6,74.1,23.92,UP
Gujarat,Tomato,2025-06-01,6,Monsoon,22.64,14.17,29.1,,14.58,6.91,15.26,32680.0,36.18,27.48,154.2,84.37,47.88,UP
Gujarat,Tomato,2025-07-01,7,Monsoon,28.65,19.45,35.89,,22.64,6.32,21.956666666666667,32634.82,31.98,25.93,214.2,92.84,-227.98,UP
Gujarat,Tomato,2025-08-01,8,Monsoon,35.23,23.14,45.76,,28.65,8.56,28.84,28176.76,32.04,25.73,281.7,92.19,30.27,DOWN
Gujarat,Tomato,2025-09-01,9,Monsoon,17.45,10.21,23.55,,35.23,14.58,27.11,34966.24,32.23,25.33,158.9,88.9,-29.75,STABLE
Gujarat,Tomato,2025-10-01,10,Post-Monsoon,16.88,10.13,22.44,,17.45,22.64,23.186666666666667,29230.91,32.76,24.48,101.0,73.74,43.3,UP
Gujarat,Tomato,2025-11-01,11,Post-Monsoon,25.42,13.6,33.94,,16.88,28.65,19.916666666666668,27194.49,30.33,19.62,1.5,71.2,-14.28,UP
Haryana,Onion,2022-01-01,1,Winter,20.23,16.16,23.31,0.0,,,20.23,8415.64,17.67,7.28,92.0,96.9,60.45,UP
Haryana,Onion,2022-02-01,2,Winter,21.33,16.99,24.83,0.0,20.23,,20.78,9101.32,22.15,9.7,11.6,91.86,0.52,DOWN
Haryana,Onion,2022-03-01,3,Summer,15.81,11.81,19.16,0.0,21.33,,19.12333333333333,12236.55,32.0,16.75,0.9,79.19,-18.75,DOWN
Haryana,Onion,2022-04-01,4,Summer,11.03,8.35,13.23,0.0,15.81,,16.05666666666667,11000.7,39.82,22.9,0.0,36.77,-3.48,DOWN
Haryana,Onion,2022-05-01,5,Summer,9.31,6.04,12.64,0.0,11.03,20.23,12.05,23620.57,40.93,26.37,5.5,56.9,-22.42,UP
Haryana,Onion,2022-06-01,6,Monsoon,11.04,8.61,13.61,0.0,9.31,21.33,10.46,9327.73,39.42,27.76,48.7,59.43,-10.72,UP
Haryana,Onion,2022-07-01,7,Monsoon,13.59,11.05,15.94,0.0,11.04,15.81,11.313333333333333,7374.77,34.34,26.56,248.8,91.03,27.0,STABLE
Haryana,Onion,2022-08-01,8,Monsoon,13.73,11.3,16.13,0.0,13.59,11.03,12.786666666666669,7190.64,34.2,26.56,73.1,85.52,-55.58,STABLE
Haryana,Onion,2022-09-01,9,Monsoon,13.74,11.2,16.18,0.0,13.73,9.31,13.686666666666667,6879.68,34.05,25.25,97.5,86.07,24.55,UP
Haryana,Onion,2022-10-01,10,Post-Monsoon,15.12,12.42,17.84,0.0,13.74,11.04,14.196666666666667,5734.92,31.01,18.98,12.3,87.16,1.65,STABLE
Haryana,Onion,2022-11-01,11,Post-Monsoon,15.66,12.13,19.22,0.0,15.12,13.59,14.839999999999998,7082.95,27.46,14.0,2.8,86.27,1.12,DOWN
Haryana,Onion,2022-12-01,12,Winter,13.59,10.89,16.18,0.0,15.66,13.73,14.79,7460.78,22.14,8.64,1.4,93.55,-4.72,STABLE
Haryana,Onion,2023-01-01,1,Winter,13.42,10.85,15.73,0.0,13.59,13.74,14.223333333333334,7899.14,18.38,6.43,13.9,95.03,-17.65,DOWN
Haryana,Onion,2023-02-01,2,Winter,11.5,8.95,13.87,0.0,13.42,15.12,12.836666666666666,10117.32,26.86,11.75,0.0,84.71,-11.08,DOWN
Haryana,Onion,2023-03-01,3,Summer,9.65,7.37,11.99,0.0,11.5,15.66,11.523333333333332,9790.64,28.97,15.98,62.3,83.87,42.65,DOWN
Haryana,Onion,2023-04-01,4,Summer,8.96,6.83,11.13,0.0,9.65,13.59,10.036666666666669,14530.51,34.05,19.92,11.3,60.23,7.83,DOWN
Haryana,Onion,2023-05-01,5,Summer,8.48,5.29,12.43,0.0,8.96,13.42,9.03,32855.96,36.36,23.07,94.5,65.84,66.58,UP
Haryana,Onion,2023-06-01,6,Monsoon,9.81,7.84,11.95,0.0,8.48,11.5,9.083333333333334,19148.29,37.02,26.53,38.9,75.43,-20.52,UP
Haryana,Onion,2023-07-01,7,Monsoon,14.18,11.24,16.88,0.0,9.81,9.65,10.823333333333332,15416.79,34.03,26.55,235.8,92.97,14.0,UP
Haryana,Onion,2023-08-01,8,Monsoon,16.23,12.4,19.88,0.0,14.18,8.96,13.406666666666666,14784.77,35.44,27.51,16.2,80.16,-112.48,UP
Haryana,Onion,2023-09-01,9,Monsoon,17.76,13.85,21.43,0.0,16.23,8.48,16.05666666666667,17337.79,34.17,25.05,56.8,88.5,-16.15,UP
Haryana,Onion,2023-10-01,10,Post-Monsoon,21.78,18.22,25.21,0.0,17.76,9.81,18.59,15663.51,31.61,18.88,6.4,85.68,-4.25,UP
Haryana,Onion,2023-11-01,11,Post-Monsoon,30.7,24.89,36.6,0.0,21.78,14.18,23.413333333333338,9677.87,26.05,14.15,3.9,92.83,2.22,DOWN
Haryana,Onion,2023-12-01,12,Winter,22.79,17.95,27.48,0.0,30.7,16.23,25.09,9706.25,21.81,8.94,0.0,95.55,-6.12,DOWN
Haryana,Onion,2024-01-01,1,Winter,17.23,14.11,20.39,0.0,22.79,17.76,23.57333333333333,10915.94,17.04,5.36,3.1,99.65,-28.45,DOWN
Haryana,Onion,2024-02-01,2,Winter,15.09,11.96,17.95,0.0,17.23,21.78,18.37,11281.41,22.07,9.12,7.5,88.93,-3.58,UP
Haryana,Onion,2024-03-01,3,Summer,16.09,12.53,19.22,0.0,15.09,30.7,16.136666666666667,12070.94,27.95,13.82,8.1,80.39,-11.55,STABLE
Haryana,Onion,2024-04-01,4,Summer,15.32,12.36,18.13,0.0,16.09,22.79,15.5,10695.42,35.31,20.49,0.7,52.37,-2.78,DOWN
Haryana,Onion,2024-05-01,5,Summer,14.22,11.41,16.58,0.0,15.32,17.23,15.21,18836.27,41.49,26.16,1.5,43.29,-26.42,UP
Haryana,Onion,2024-06-01,6,Monsoon,20.19,16.38,23.61,0.0,14.22,15.09,16.576666666666668,10897.03,40.36,29.19,64.5,56.3,5.08,UP
